DATAYEAR,QUARTER,MONTH,COUNTRY,OU Site Identifier,Site Name,Count,Overall Satisfaction,Treated Like a Guest,Clean and Bright,Everything Works,Quick and Easy,Staff Suggestion Satisfaction,Likelihood to Return,NPS,Likelihood to Recommend
2017,2,6,Botswana,10043343,Bangwaketse F/stn,6,83.3%,100.0%,50.0%,50.0%,66.7%,60.0%,83.3%,100.0%,50.0%
2017,2,6,Botswana,10043330,Kudu S/stn,1,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%
2017,2,6,Botswana,10090635,Ledumadumane Filling Station,5,80.0%,80.0%,60.0%,80.0%,70.0%,50.0%,80.0%,80.0%,60.0%
2017,2,6,Botswana,10043344,Moshupa F/stn,19,78.9%,73.7%,47.4%,52.6%,47.4%,43.8%,89.5%,89.5%,57.9%
2017,2,6,Botswana,10043358,Riley's Garage,9,33.3%,55.6%,55.6%,55.6%,44.4%,28.6%,77.8%,88.9%,66.7%
2017,2,6,Ghana,400072,3Rd Gate Ashaley Botwe S/s,2,50.0%,50.0%,50.0%,50.0%,25.0%,100.0%,50.0%,0.0%,0.0%
2017,2,6,Ghana,10090700,Aboaso Mampong,7,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
2017,2,6,Ghana,10044183,Airport R/a F/s,2,50.0%,50.0%,50.0%,50.0%,0.0%,0.0%,0.0%,50.0%,50.0%
2017,2,6,Ghana,10044235,Akim Oda S/s,1,100.0%,100.0%,0.0%,0.0%,50.0%,N/A,100.0%,100.0%,100.0%
2017,2,6,Ghana,10090702,Aputuogya,2,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
2017,2,6,Ghana,10090704,Ashaiman Town Center S/s,3,100.0%,100.0%,66.7%,100.0%,83.3%,100.0%,100.0%,100.0%,100.0%
2017,2,6,Ghana,10044203,Asuoyeboah F/s,1,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
2017,2,6,Ghana,10044164,Avenor S/s,22,86.4%,77.3%,77.3%,81.8%,70.5%,61.9%,90.9%,90.9%,68.2%
2017,2,6,Ghana,10044165,Cantoments S/s,1,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%
2017,2,6,Ghana,10044167,Coastal Rd F/s,2,100.0%,50.0%,50.0%,50.0%,50.0%,100.0%,100.0%,0.0%,0.0%
2017,2,6,Ghana,10044178,Dansoman S/s,6,50.0%,50.0%,33.3%,33.3%,58.3%,16.7%,66.7%,66.7%,0.0%
2017,2,6,Ghana,10044211,Ho S/s,3,66.7%,66.7%,66.7%,66.7%,66.7%,50.0%,66.7%,0.0%,33.3%
2017,2,6,Ghana,10044213,Hohoe S/s,4,75.0%,50.0%,50.0%,75.0%,75.0%,33.3%,75.0%,50.0%,25.0%
2017,2,6,Ghana,10083329,Ketaase Peduase S/s.,1,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%
2017,2,6,Ghana,10056878,Kia S/s,1,0.0%,0.0%,0.0%,0.0%,0.0%,N/A,0.0%,0.0%,0.0%
2017,2,6,Ghana,10044238,Kintampo F/s,1,100.0%,0.0%,0.0%,0.0%,0.0%,N/A,0.0%,0.0%,0.0%
2017,2,6,Ghana,10044214,Kpandu S/s,4,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
2017,2,6,Ghana,10072037,Legon S/s,1,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%
2017,2,6,Ghana,400001,Mallam S/s,2,50.0%,50.0%,0.0%,100.0%,75.0%,50.0%,100.0%,100.0%,100.0%
2017,2,6,Ghana,10044177,Mataheko-Hansonic S/s,4,25.0%,25.0%,50.0%,25.0%,25.0%,25.0%,50.0%,75.0%,75.0%
2017,2,6,Ghana,10044145,Nima S/s,4,50.0%,25.0%,50.0%,50.0%,25.0%,100.0%,75.0%,25.0%,50.0%
2017,2,6,Ghana,10090698,Nsawam By Pass S/s,1,100.0%,0.0%,0.0%,0.0%,0.0%,N/A,0.0%,0.0%,0.0%
2017,2,6,Ghana,10044234,Nsawam High S/s,1,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
2017,2,6,Ghana,10056894,Odorkor West S/s,4,50.0%,25.0%,50.0%,50.0%,37.5%,33.3%,50.0%,50.0%,50.0%
2017,2,6,Ghana,10044221,Prestea F/p,2,100.0%,50.0%,50.0%,50.0%,50.0%,100.0%,100.0%,0.0%,50.0%
2017,2,6,Ghana,10044240,Savelugu Rd S/s,1,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%
2017,2,6,Ghana,10044182,Spintex Road S/s,1,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
2017,2,6,Ghana,400039,Tafo-Maduma S/s,1,100.0%,100.0%,100.0%,100.0%,100.0%,N/A,100.0%,100.0%,100.0%
2017,2,6,Ghana,10089126,Takoradi - Bokro S/s,1,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%,100.0%,100.0%,100.0%
2017,2,6,Ghana,400021,Tema Com. 11,2,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
2017,2,6,Ghana,400041,Tema Community 8,1,100.0%,100.0%,100.0%,100.0%,50.0%,100.0%,100.0%,100.0%,100.0%
2017,2,6,Ghana,10044176,Tema Round About,2,50.0%,50.0%,100.0%,50.0%,100.0%,0.0%,100.0%,100.0%,100.0%
2017,2,6,Ghana,400022,Winneba,3,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
2017,2,6,Ghana,10044219,Wireless Hill,4,100.0%,100.0%,75.0%,100.0%,75.0%,75.0%,100.0%,100.0%,100.0%
2017,2,6,Ivory Coast,10044123,220 Logements,6,50.0%,66.7%,66.7%,33.3%,50.0%,33.3%,66.7%,66.7%,50.0%
2017,2,6,Ivory Coast,10083862,Abobo Depot Sotra,3,33.3%,33.3%,33.3%,33.3%,16.7%,0.0%,33.3%,33.3%,33.3%
2017,2,6,Ivory Coast,10044025,Abobo S/s,2,0.0%,0.0%,0.0%,0.0%,0.0%,N/A,0.0%,0.0%,0.0%
2017,2,6,Ivory Coast,10044124,Abobote,6,33.3%,83.3%,16.7%,33.3%,33.3%,40.0%,50.0%,66.7%,50.0%
2017,2,6,Ivory Coast,10044042,Ameca 2,1,100.0%,100.0%,100.0%,100.0%,100.0%,N/A,100.0%,100.0%,100.0%
2017,2,6,Ivory Coast,10044026,Autoroute Du Nord S/ss,1,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,0.0%,0.0%,0.0%
2017,2,6,Ivory Coast,10044117,Autoroute Sud,2,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
2017,2,6,Ivory Coast,10044097,Banco Autoroute,6,50.0%,50.0%,33.3%,50.0%,16.7%,25.0%,66.7%,33.3%,50.0%
2017,2,6,Ivory Coast,10044027,Banco Nord S/s,7,42.9%,33.3%,28.6%,33.3%,21.4%,0.0%,57.1%,100.0%,85.7%
2017,2,6,Ivory Coast,10044132,Bassam,12,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
2017,2,6,Ivory Coast,10044092,Bonoumin,1,100.0%,0.0%,100.0%,100.0%,100.0%,N/A,100.0%,100.0%,100.0%
2017,2,6,Ivory Coast,10044038,Boulevard De La Paix,4,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%
2017,2,6,Ivory Coast,10044099,Cocody,1,0.0%,0.0%,0.0%,0.0%,0.0%,N/A,0.0%,0.0%,0.0%
2017,2,6,Ivory Coast,10044061,Daloa Gare Routiere,1,0.0%,100.0%,100.0%,0.0%,50.0%,N/A,0.0%,0.0%,0.0%
2017,2,6,Ivory Coast,10044095,Deux Plateaux Sortie Rue Des Jar,3,66.7%,66.7%,66.7%,33.3%,40.0%,100.0%,66.7%,66.7%,33.3%
2017,2,6,Ivory Coast,10044044,Hopital,3,33.3%,0.0%,100.0%,66.7%,50.0%,0.0%,66.7%,100.0%,66.7%
2017,2,6,Ivory Coast,10090467,La 7Me Tranche,1,0.0%,0.0%,100.0%,100.0%,50.0%,N/A,100.0%,100.0%,100.0%
2017,2,6,Ivory Coast,10090479,La Abobo Kennedy,2,100.0%,50.0%,50.0%,50.0%,75.0%,50.0%,100.0%,100.0%,50.0%
2017,2,6,Ivory Coast,10090477,La Abobo Route Alepe,13,92.3%,92.3%,69.2%,84.6%,76.9%,80.0%,100.0%,100.0%,100.0%
2017,2,6,Ivory Coast,10090476,La Abobote,1,100.0%,100.0%,100.0%,0.0%,50.0%,0.0%,0.0%,0.0%,0.0%
2017,2,6,Ivory Coast,10090478,La Adjam,1,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
2017,2,6,Ivory Coast,10090494,La Anono,1,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%
2017,2,6,Ivory Coast,10090470,La Autoroute Nord,1,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,0.0%,0.0%,0.0%
2017,2,6,Ivory Coast,10090473,La N'dotre,1,0.0%,0.0%,N/A,N/A,0.0%,0.0%,0.0%,0.0%,0.0%
2017,2,6,Ivory Coast,10090490,La Yopougon Cite Verte,1,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%
2017,2,6,Ivory Coast,10044030,Lagunaire,5,20.0%,0.0%,0.0%,0.0%,0.0%,0.0%,80.0%,100.0%,100.0%
2017,2,6,Ivory Coast,10044024,Latrille B S/s,2,50.0%,0.0%,0.0%,0.0%,25.0%,0.0%,50.0%,0.0%,0.0%
2017,2,6,Ivory Coast,10044065,Man Chapelle,1,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%,0.0%
2017,2,6,Ivory Coast,10044048,Marcory Ste Therese,1,0.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%
2017,2,6,Ivory Coast,10044034,Paris,2,0.0%,0.0%,0.0%,50.0%,25.0%,N/A,0.0%,0.0%,0.0%
2017,2,6,Ivory Coast,28100441,Po Anoumabo,2,50.0%,50.0%,50.0%,50.0%,75.0%,50.0%,50.0%,100.0%,0.0%
2017,2,6,Ivory Coast,28100436,Po Koweit,1,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
2017,2,6,Ivory Coast,28100443,Po Route Bingerville Carrefour Jules Vernes,1,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,0.0%
2017,2,6,Ivory Coast,10044041,Port Bouet,1,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%
2017,2,6,Ivory Coast,10087239,Riviera Cap Nord,13,61.5%,84.6%,69.2%,61.5%,53.8%,60.0%,76.9%,69.2%,76.9%
2017,2,6,Ivory Coast,10044028,Riviera Golf,3,66.7%,66.7%,33.3%,66.7%,66.7%,66.7%,100.0%,33.3%,66.7%
2017,2,6,Ivory Coast,10044101,Riviéra Lycée Hotelier,1,100.0%,0.0%,0.0%,100.0%,0.0%,N/A,100.0%,100.0%,100.0%
2017,2,6,Ivory Coast,10090474,Ro Abobo Route Anyama,3,66.7%,100.0%,100.0%,100.0%,66.7%,100.0%,100.0%,100.0%,100.0%
2017,2,6,Ivory Coast,10090475,Ro Abobo Route Camp Commando,4,75.0%,75.0%,50.0%,25.0%,62.5%,100.0%,50.0%,50.0%,75.0%
2017,2,6,Ivory Coast,10090461,Ro Port Bouet,3,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,33.3%,33.3%
2017,2,6,Ivory Coast,10090489,Ro Yopougon Gesco,2,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,100.0%,0.0%
2017,2,6,Ivory Coast,10044032,Roume,4,25.0%,50.0%,75.0%,25.0%,25.0%,33.3%,75.0%,75.0%,75.0%
2017,2,6,Ivory Coast,10044029,Route D'anyama,2,50.0%,50.0%,50.0%,50.0%,50.0%,50.0%,100.0%,100.0%,100.0%
2017,2,6,Ivory Coast,10044037,Route Du Zoo,4,25.0%,50.0%,25.0%,50.0%,75.0%,25.0%,50.0%,75.0%,25.0%
2017,2,6,Ivory Coast,10044075,San Pedro,2,50.0%,50.0%,0.0%,50.0%,25.0%,100.0%,50.0%,0.0%,50.0%
2017,2,6,Ivory Coast,10044091,Williamsville Ii,1,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%
2017,2,6,Ivory Coast,10044078,Yamoussokro,3,66.7%,66.7%,66.7%,33.3%,50.0%,33.3%,66.7%,0.0%,0.0%
2017,2,6,Ivory Coast,10044089,Yopougon Chu A,1,0.0%,0.0%,0.0%,0.0%,50.0%,N/A,0.0%,0.0%,0.0%
2017,2,6,Ivory Coast,10087372,Yopougon Koute,1,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
2017,2,6,Ivory Coast,10061169,Yopougon Lycee Technique,42,26.2%,33.3%,26.2%,21.4%,28.6%,27.8%,71.4%,59.5%,52.4%
2017,2,6,Kenya,10044498,Argwings Kodhek Road Serv,9,55.6%,77.8%,55.6%,77.8%,77.8%,50.0%,88.9%,77.8%,66.7%
2017,2,6,Kenya,10044534,Athi River Service Station,4,100.0%,100.0%,100.0%,100.0%,100.0%,75.0%,100.0%,100.0%,100.0%
2017,2,6,Kenya,10044499,Avenue Service Station,1,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
2017,2,6,Kenya,10044516,Baba Dogo,1,100.0%,100.0%,0.0%,0.0%,100.0%,N/A,0.0%,0.0%,0.0%
2017,2,6,Kenya,10089715,Banana Service Station,8,100.0%,75.0%,62.5%,87.5%,68.8%,42.9%,100.0%,50.0%,37.5%
2017,2,6,Kenya,10044517,Baraka Service Station,20,85.0%,95.0%,94.7%,85.0%,81.6%,63.2%,95.0%,90.0%,75.0%
2017,2,6,Kenya,10044518,Bellevue Service Station,4,75.0%,100.0%,25.0%,50.0%,62.5%,25.0%,75.0%,75.0%,75.0%
2017,2,6,Kenya,10090737,Bonje Hills Service Station,4,100.0%,75.0%,75.0%,75.0%,100.0%,75.0%,100.0%,100.0%,75.0%
2017,2,6,Kenya,10044456,Buxton Service Station,3,100.0%,100.0%,100.0%,100.0%,83.3%,66.7%,100.0%,100.0%,66.7%
2017,2,6,Kenya,700003,Chaka,4,75.0%,100.0%,50.0%,100.0%,37.5%,0.0%,75.0%,100.0%,75.0%
2017,2,6,Kenya,700000,Chania Energy Service Station,5,80.0%,100.0%,100.0%,80.0%,80.0%,100.0%,100.0%,100.0%,100.0%
2017,2,6,Kenya,10044552,Dagoretti Service Station,3,66.7%,66.7%,100.0%,33.3%,50.0%,66.7%,33.3%,33.3%,66.7%
2017,2,6,Kenya,10044537,Dandora Service Station,16,75.0%,75.0%,68.8%,68.8%,71.9%,66.7%,93.3%,93.8%,50.0%
2017,2,6,Kenya,10090654,Eastern By-Pass Service Station,1,100.0%,100.0%,100.0%,100.0%,50.0%,N/A,100.0%,100.0%,100.0%
2017,2,6,Kenya,10044538,Eastleigh Service Station,2,100.0%,50.0%,0.0%,50.0%,0.0%,100.0%,100.0%,50.0%,50.0%
2017,2,6,Kenya,700002,Eldoret,5,100.0%,80.0%,80.0%,60.0%,80.0%,60.0%,80.0%,80.0%,80.0%
2017,2,6,Kenya,10044500,Enterprise Road,1,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,0.0%,100.0%,0.0%
2017,2,6,Kenya,700018,Fanaka,1,100.0%,100.0%,100.0%,100.0%,50.0%,0.0%,100.0%,0.0%,0.0%
2017,2,6,Kenya,10090662,Fedha Service Station,4,50.0%,100.0%,50.0%,75.0%,37.5%,25.0%,75.0%,100.0%,50.0%
2017,2,6,Kenya,10044553,Forest Road Service St,8,62.5%,87.5%,62.5%,62.5%,62.5%,50.0%,87.5%,75.0%,75.0%
2017,2,6,Kenya,10044478,Garissa Service Station,1,0.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%
2017,2,6,Kenya,10044539,Gatundu Service Station,4,75.0%,75.0%,50.0%,50.0%,62.5%,33.3%,50.0%,100.0%,50.0%
2017,2,6,Kenya,10044502,Gethin & Dawson Service Station,6,100.0%,100.0%,83.3%,83.3%,91.7%,80.0%,100.0%,100.0%,100.0%
2017,2,6,Kenya,10090664,Gilgil Service Station,1,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%
2017,2,6,Kenya,10089535,Gitimbine,1,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%
2017,2,6,Kenya,10044503,Haile Selassie Ss,1,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%
2017,2,6,Kenya,10044519,Highview Service Station,17,82.4%,82.4%,76.5%,70.6%,79.4%,46.2%,94.1%,94.1%,70.6%
2017,2,6,Kenya,10044575,Hyrax Hill Service Station,4,100.0%,100.0%,100.0%,100.0%,87.5%,100.0%,100.0%,100.0%,100.0%
2017,2,6,Kenya,10044520,Industrial Area Service S,1,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
2017,2,6,Kenya,10044479,Isiolo Service Station,8,87.5%,75.0%,75.0%,62.5%,75.0%,85.7%,100.0%,100.0%,100.0%
2017,2,6,Kenya,10044481,Kangari Market Service,1,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
2017,2,6,Kenya,10044504,Karen Service Station (Bp,25,80.0%,79.2%,75.0%,70.8%,54.2%,43.8%,91.7%,84.0%,76.0%
2017,2,6,Kenya,700042,Kariobangi Service Station,1,100.0%,100.0%,100.0%,100.0%,50.0%,100.0%,100.0%,100.0%,100.0%
2017,2,6,Kenya,700046,Kasarani Service Station,1,100.0%,100.0%,100.0%,100.0%,50.0%,100.0%,100.0%,100.0%,100.0%
2017,2,6,Kenya,10044483,Kenyatta Street Service St,1,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
2017,2,6,Kenya,10044544,Kiambu Service Station,1,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
2017,2,6,Kenya,10044585,Kihara Service Station,4,100.0%,50.0%,75.0%,50.0%,62.5%,66.7%,66.7%,100.0%,75.0%
2017,2,6,Kenya,10044521,Kileleshwa,2,100.0%,100.0%,50.0%,50.0%,50.0%,100.0%,100.0%,100.0%,50.0%
2017,2,6,Kenya,10044484,Kinoru Service Station,1,100.0%,100.0%,100.0%,100.0%,100.0%,N/A,100.0%,100.0%,100.0%
2017,2,6,Kenya,10044485,Kirimari Service Station,1,100.0%,0.0%,0.0%,100.0%,50.0%,N/A,100.0%,100.0%,100.0%
2017,2,6,Kenya,700001,Komarock,1,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
2017,2,6,Kenya,10044460,Kwa Jomvu,3,100.0%,100.0%,100.0%,100.0%,83.3%,100.0%,66.7%,33.3%,33.3%
2017,2,6,Kenya,10089534,Kyumbi,1,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
2017,2,6,Kenya,700034,Laare,4,100.0%,50.0%,50.0%,75.0%,62.5%,0.0%,75.0%,100.0%,75.0%
2017,2,6,Kenya,10044545,Landhies Road Service Station,7,57.1%,71.4%,85.7%,57.1%,50.0%,100.0%,71.4%,71.4%,71.4%
2017,2,6,Kenya,10044522,Lavington Service Station,8,50.0%,50.0%,37.5%,50.0%,50.0%,60.0%,87.5%,62.5%,62.5%
2017,2,6,Kenya,10044523,Likoni Road Service Station,3,100.0%,100.0%,100.0%,100.0%,100.0%,66.7%,66.7%,66.7%,0.0%
